tool		CPAchecker statistics-refactor:43856	CPAchecker statistics-refactor:43856	CPAchecker statistics-refactor:43856	CPAchecker statistics-refactor:43856	CPAchecker statistics-refactor:43856	CPAchecker statistics-refactor:43856	CPAchecker statistics-refactor:43856
run set		r_700s_noitlimit_safetyzone_integration-nightly-value	r_700s_noitlimit_safetyzone_integration-nightly-value	r_700s_noitlimit_safetyzone_integration-nightly-value	r_700s_noitlimit_safetyzone_integration-nightly-value	r_700s_noitlimit_safetyzone_integration-nightly-value	r_700s_noitlimit_safetyzone_integration-nightly-value	r_700s_noitlimit_safetyzone_integration-nightly-value
/Users/ludwig/home/Studium/Bachelor Informatik/9. Semester/cpachecker/Notizen/Experimente/4_reproducibility/integration-nightly-value/4_700s_noitlimit_safetyzone/programs/benchmarks/		status	CPU Time (s)	Wall Time (s)	Memory (MB)	Size of reached set	Number of iterations	Number of abstraction computations
array-fpi/indp5f.yml	false	unknown	5.214895205	2.7369242270069662	136.949760	43	44	50
array-fpi/modn.yml	true	unknown	5.711037061	3.0204878129879944	136.781824	33	34	38
array-fpi/modnf.yml	false	unknown	6.64648079	3.4864452490000986	143.413248	33	34	38
array-fpi/modp.yml	true	unknown	5.468490825	2.893335859000217	157.822976	33	34	38
array-fpi/modpf.yml	false	unknown	5.513691763	2.902340738015482	136.962048	33	34	38
array-fpi/mods.yml	true	unknown	5.795169526	3.040679063007701	143.089664	43	44	50
array-fpi/modsf.yml	false	unknown	5.810921644	3.074356186989462	144.998400	43	44	50
array-fpi/ms1.yml	true	unknown	5.040501208	2.686687558016274	133.582848	33	34	38
array-fpi/ms1f.yml	false	unknown	4.908944269	2.574770436011022	130.760704	33	34	38
array-fpi/ms2.yml	true	unknown	5.464775503	2.8693082719983067	138.567680	33	34	38
array-fpi/ms2f.yml	false	unknown	5.45277379	2.900972487987019	136.466432	33	34	38
array-fpi/ms3.yml	true	unknown	5.315353413	2.804672524012858	139.464704	33	34	38
array-fpi/ms3f.yml	false	unknown	5.396270863	2.853690533025656	140.775424	33	34	38
array-fpi/ms4.yml	true	unknown	5.091755294	2.686214512010338	137.752576	33	34	38
array-fpi/ms4f.yml	false	unknown	5.096632599	2.707036116014933	130.469888	33	34	38
array-fpi/ms5.yml	true	unknown	5.698766505	3.0519052500021644	141.422592	33	34	38
array-fpi/ms5f.yml	false	unknown	5.439345245	2.8488376250024885	129.736704	33	34	38
array-fpi/ncomp.yml	true	unknown	6.167879782	3.251984350994462	139.677696	38	39	44
array-fpi/ncompf.yml	false	false(unreach-call)	6.059383796	3.170190225006081	152.985600	38	36	41
array-fpi/nsqm-if.yml	true	unknown	5.848014794	3.096676799003035	141.570048	43	44	50
array-fpi/nsqm-iff.yml	false	unknown	5.08173288	2.6728219829965383	136.470528	43	44	50
array-fpi/nsqm.yml	true	unknown	5.558193904	2.9388036290183663	138.268672	33	34	38
array-fpi/nsqmf.yml	false	false(unreach-call)	5.314876131	2.8221822199993767	138.784768	33	31	35
array-fpi/pcomp.yml	true	unknown	5.398513772	2.8560613919980824	142.888960	38	39	44
array-fpi/pcompf.yml	false	unknown	5.388539353	2.8451492009917274	140.271616	38	39	44
array-fpi/res1.yml	true	unknown	5.367684962	2.8229856560064945	142.454784	38	39	44
array-fpi/res1f.yml	false	unknown	6.271501244	3.30740558198886	138.981376	38	39	44
array-fpi/res1o.yml	true	unknown	4.985837825	2.635458586009918	132.030464	38	39	44
array-fpi/res1of.yml	false	unknown	6.079236791	3.2221760310058016	143.097856	38	39	44
array-fpi/res2.yml	true	unknown	5.893619528	3.101451905007707	123.109376	48	49	56
array-fpi/res2f.yml	false	unknown	5.769658577	3.0300836240057833	143.331328	48	49	56
array-fpi/res2o.yml	true	unknown	5.67404947	3.0688383239903487	135.864320	48	49	56
array-fpi/res2of.yml	false	unknown	5.806779152	3.073037216992816	143.822848	48	49	56
array-fpi/s12if.yml	true	unknown	6.205385623	3.285613757005194	141.389824	43	44	50
array-fpi/s12iff.yml	false	unknown	5.367608508	2.8631179770163726	137.449472	43	44	50
